Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,BR,HZ,RA,TSRA,VCTS,FU,TS,DZ,BCFG,FG+,MIFG,FG,SQ,SN,VCFG,GR,Date
87.5,67.5,77.5,3.0,64.0,69.0,0.0,12.5,0 days 05:03:00.000000000,0 days 18:48:00.000000000,0.0,29.21,29.9,4.6,21.0,5.25,2010,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-19
92.5,73.0,83.0,5.5,67.0,71.5,0.0,18.0,0 days 05:04:00.000000000,0 days 18:46:00.000000000,0.017499999999999998,29.134999999999998,29.805,10.25,19.0,10.85,2010,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-20
86.0,71.0,79.0,4.0,68.5,71.5,0.0,14.0,0 days 05:05:00.000000000,0 days 18:45:00.000000000,0.52,29.165,29.82,2.6,34.0,5.6,2010,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-21
80.5,68.0,74.5,2.0,64.0,67.5,0.0,9.5,0 days 05:06:00.000000000,0 days 18:43:00.000000000,0.0,29.375,30.035,8.65,2.5,9.4,2010,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-22
79.0,66.0,73.0,1.0,63.0,67.0,0.0,8.0,0 days 05:08:00.000000000,0 days 18:42:00.000000000,0.0,29.369999999999997,30.049999999999997,6.45,5.5,7.699999999999999,2010,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-23
82.5,66.0,74.5,1.5,61.5,66.0,0.0,9.5,0 days 05:09:00.000000000,0 days 18:40:00.000000000,0.005,29.32,30.009999999999998,1.7999999999999998,6.0,5.55,2010,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-24
79.0,62.0,70.5,0.0,50.5,59.0,0.0,5.5,0 days 05:10:00.000000000,0 days 18:39:00.000000000,0.0,29.4,30.07,9.600000000000001,32.5,10.100000000000001,2010,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-25
78.5,60.5,69.5,-0.5,52.0,59.0,0.0,4.5,0 days 05:11:00.000000000,0 days 18:37:00.000000000,0.0,29.475,30.155,1.35,10.0,5.65,2010,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-26
84.5,60.0,72.5,1.5,54.5,62.0,0.0,7.5,0 days 05:12:00.000000000,0 days 18:35:00.000000000,0.0,29.415,30.105,7.199999999999999,21.0,7.8,2010,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-27
87.5,65.0,76.5,3.5,52.0,62.0,0.0,11.5,0 days 05:13:00.000000000,0 days 18:34:00.000000000,0.0,29.39,30.07,9.05,18.5,9.3,2010,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-28
93.5,71.5,83.0,6.5,64.5,70.0,0.0,18.0,0 days 05:14:00.000000000,0 days 18:32:00.000000000,0.0,29.42,30.09,9.1,19.0,9.55,2010,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-29
88.0,73.5,81.0,5.5,66.0,71.0,0.0,16.0,0 days 05:15:00.000000000,0 days 18:31:00.000000000,0.0,29.439999999999998,30.125,12.149999999999999,19.0,12.5,2010,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-30
92.5,75.0,84.0,7.5,67.5,72.5,0.0,19.0,0 days 05:16:00.000000000,0 days 18:29:00.000000000,0.0,29.310000000000002,30.005000000000003,13.35,20.0,13.6,2010,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-31
80.5,71.0,76.0,4.0,67.0,70.0,0.0,11.0,0 days 05:17:00.000000000,0 days 18:27:00.000000000,0.15500000000000003,29.240000000000002,29.905,6.0,22.5,7.1,2010,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-01
83.0,65.5,74.5,3.0,67.5,70.0,0.0,9.5,0 days 05:18:00.000000000,0 days 18:26:00.000000000,1.235,29.119999999999997,29.805,6.3,21.0,7.4,2010,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-02
71.0,56.5,64.0,-2.5,51.5,57.0,1.0,0.0,0 days 05:19:00.000000000,0 days 18:24:00.000000000,0.0025,29.14,29.814999999999998,15.5,28.0,15.9,2010,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-03
68.0,51.5,60.0,-4.0,43.5,51.0,5.0,0.0,0 days 05:20:00.000000000,0 days 18:22:00.000000000,0.005,29.28,29.955,11.3,29.5,11.9,2010,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-04
76.5,50.5,64.0,-2.0,49.0,56.0,1.0,0.0,0 days 05:21:00.000000000,0 days 18:21:00.000000000,0.005,29.245,29.95,7.550000000000001,20.0,8.5,2010,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-05
83.0,67.0,75.0,3.5,51.0,60.5,0.0,10.0,0 days 05:22:00.000000000,0 days 18:19:00.000000000,0.0025,29.15,29.83,14.0,20.0,14.600000000000001,2010,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-06
78.0,59.0,69.0,0.5,48.0,58.0,0.0,4.0,0 days 05:23:00.000000000,0 days 18:17:00.000000000,0.0025,29.245,29.895,16.799999999999997,25.0,18.0,2010,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-07
71.0,52.0,61.5,-2.5,47.5,54.0,3.5,0.0,0 days 05:24:00.000000000,0 days 18:15:00.000000000,0.0,29.415,30.085,3.8,33.0,7.15,2010,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-08
67.5,51.5,60.0,-3.5,49.0,54.5,5.0,0.0,0 days 05:25:00.000000000,0 days 18:14:00.000000000,0.0,29.39,30.085,5.45,3.5,6.7,2010,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-09
72.0,57.0,65.0,-1.0,50.5,57.5,0.5,0.5,0 days 05:26:00.000000000,0 days 18:12:00.000000000,0.0,29.265,29.97,9.100000000000001,9.5,10.2,2010,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-10
75.0,58.5,67.0,1.0,54.5,59.0,0.0,2.0,0 days 05:27:00.000000000,0 days 18:10:00.000000000,0.2,29.18,29.865000000000002,1.75,24.0,9.15,2010,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-11
83.0,53.5,68.5,2.0,50.5,59.0,0.0,3.5,0 days 05:28:00.000000000,0 days 18:09:00.000000000,0.0,29.325,29.994999999999997,7.7,25.5,8.05,2010,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-12
82.0,59.0,71.0,2.5,51.5,59.5,0.0,6.0,0 days 05:29:00.000000000,0 days 18:07:00.000000000,0.0,29.32,30.0,2.95,28.5,5.35,2010,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-13
77.0,56.0,67.0,1.0,48.5,57.0,0.0,2.0,0 days 05:30:00.000000000,0 days 18:05:00.000000000,0.0,29.41,30.09,4.199999999999999,6.0,5.25,2010,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-14
75.0,60.0,67.5,1.5,53.0,59.5,0.0,2.5,0 days 05:31:00.000000000,0 days 18:03:00.000000000,0.0225,29.28,30.005000000000003,7.5,12.0,8.8,2010,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-15
69.5,55.0,62.5,-1.5,55.5,59.0,2.5,0.0,0 days 05:32:00.000000000,0 days 18:00:00.000000000,0.095,29.215,29.875,7.0,33.0,12.15,2010,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-16
74.0,50.0,62.5,-1.0,49.5,56.0,2.5,0.0,0 days 05:33:00.000000000,0 days 17:58:00.000000000,0.0,29.39,30.064999999999998,3.8499999999999996,19.0,4.65,2010,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-17
65.5,59.0,62.5,-1.0,55.0,58.0,2.5,0.0,0 days 05:35:00.000000000,0 days 17:56:00.000000000,0.285,29.455,30.125,2.95,3.0,6.9,2010,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-18
67.5,55.5,61.5,-1.0,48.5,55.0,3.5,0.0,0 days 05:36:00.000000000,0 days 17:55:00.000000000,0.0075,29.485,30.175,7.25,4.0,8.15,2010,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-19
76.0,62.5,69.5,3.5,60.0,63.5,0.0,4.5,0 days 05:37:00.000000000,0 days 17:53:00.000000000,0.005,29.32,30.03,4.95,12.0,6.8,2010,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-20
88.5,67.5,78.0,8.0,63.0,67.5,0.0,13.0,0 days 05:38:00.000000000,0 days 17:51:00.000000000,0.04,29.195,29.865000000000002,10.0,22.0,10.95,2010,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-21
74.5,63.5,69.5,3.5,61.0,63.0,0.0,4.5,0 days 05:39:00.000000000,0 days 17:49:00.000000000,0.0,29.345,30.015,2.3,7.0,5.6,2010,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-22
89.5,65.5,77.5,8.0,61.5,68.0,0.0,12.5,0 days 05:40:00.000000000,0 days 17:48:00.000000000,0.0,29.18,29.875,15.55,20.5,16.0,2010,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-23
79.5,56.5,68.0,3.5,53.5,59.0,0.0,3.0,0 days 05:41:00.000000000,0 days 17:46:00.000000000,0.23,29.21,29.875,15.2,25.0,16.950000000000003,2010,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-24
60.0,52.0,56.0,-2.5,43.0,49.0,9.0,0.0,0 days 05:42:00.000000000,0 days 17:44:00.000000000,0.0025,29.424999999999997,30.105,7.1,36.0,9.2,2010,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-25
60.0,51.0,55.5,-2.5,44.5,49.5,9.5,0.0,0 days 05:43:00.000000000,0 days 17:42:00.000000000,0.0275,29.424999999999997,30.125,10.35,2.0,10.95,2010,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-26
64.0,48.5,56.5,-1.5,45.5,50.0,8.5,0.0,0 days 05:44:00.000000000,0 days 17:41:00.000000000,0.005,29.21,29.95,1.0,4.5,3.8000000000000003,2010,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-27
70.5,46.0,58.5,0.0,44.5,51.5,6.5,0.0,0 days 05:45:00.000000000,0 days 17:39:00.000000000,0.0,29.1,29.795,2.3,4.0,3.7,2010,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-28
75.5,51.0,63.5,2.5,46.5,54.5,1.5,0.0,0 days 05:46:00.000000000,0 days 17:37:00.000000000,0.0,29.119999999999997,29.81,5.25,21.5,5.6,2010,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-29
74.5,52.5,63.5,2.0,49.0,55.0,1.5,0.0,0 days 05:47:00.000000000,0 days 17:35:00.000000000,0.0,29.259999999999998,29.92,8.3,18.5,9.7,2010,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-30
73.5,48.5,61.5,1.5,43.5,52.0,3.5,0.0,0 days 05:48:00.000000000,0 days 17:34:00.000000000,0.05,29.345,30.04,4.05,28.5,5.9,2010,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-01
56.0,45.5,51.0,-3.5,41.5,46.5,14.0,0.0,0 days 05:49:00.000000000,0 days 17:32:00.000000000,0.255,29.494999999999997,30.17,16.35,36.0,16.6,2010,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-02
56.5,42.5,49.5,-4.0,38.5,44.0,15.5,0.0,0 days 05:50:00.000000000,0 days 17:30:00.000000000,0.045,29.66,30.355,10.0,18.5,11.15,2010,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-03
59.5,39.5,49.5,-4.0,39.0,45.0,15.5,0.0,0 days 05:52:00.000000000,0 days 17:29:00.000000000,0.0,29.674999999999997,30.38,2.2,2.5,4.0,2010,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-04
67.0,39.5,53.5,-1.5,37.5,46.0,11.5,0.0,0 days 05:53:00.000000000,0 days 17:27:00.000000000,0.0,29.619999999999997,30.335,1.0,34.0,3.1,2010,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-05
78.0,45.5,62.0,3.0,43.5,52.5,3.0,0.0,0 days 05:54:00.000000000,0 days 17:25:00.000000000,0.0,29.36,30.075,6.85,27.5,7.6,2010,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-06
76.0,49.0,63.0,3.5,39.5,50.5,2.0,0.0,0 days 05:55:00.000000000,0 days 17:24:00.000000000,0.0,29.39,30.08,4.35,30.5,5.35,2010,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-07
79.0,48.5,64.0,4.0,38.5,51.5,1.0,0.0,0 days 05:56:00.000000000,0 days 17:22:00.000000000,0.0,29.34,30.03,7.0,24.0,7.199999999999999,2010,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-08
86.5,55.5,71.5,8.0,50.5,59.0,0.0,6.5,0 days 05:57:00.000000000,0 days 17:20:00.000000000,0.0,29.28,29.975,3.2,24.0,3.9000000000000004,2010,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-09
84.0,58.0,71.5,8.0,50.0,59.0,0.0,6.5,0 days 05:58:00.000000000,0 days 17:19:00.000000000,0.0,29.195,29.884999999999998,3.85,25.0,4.0,2010,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-10
81.5,55.5,68.5,7.0,52.5,58.5,0.0,3.5,0 days 05:59:00.000000000,0 days 17:17:00.000000000,0.0,29.15,29.825,1.85,18.5,4.15,2010,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-11
76.0,53.0,64.5,5.0,54.0,58.5,0.5,0.0,0 days 06:00:00.000000000,0 days 17:15:00.000000000,0.0,29.235,29.915,3.2,6.0,4.45,2010,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-12
64.5,47.5,56.5,2.0,47.0,52.5,8.5,0.0,0 days 06:02:00.000000000,0 days 17:14:00.000000000,0.18,29.375,30.055,7.25,35.5,8.45,2010,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-13
66.0,43.0,55.0,1.0,32.0,45.0,10.0,0.0,0 days 06:03:00.000000000,0 days 17:12:00.000000000,0.0,29.245,29.96,6.85,27.0,8.6,2010,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-14
62.5,45.5,54.5,0.5,41.0,47.0,10.5,0.0,0 days 06:04:00.000000000,0 days 17:11:00.000000000,0.0,29.369999999999997,30.055,6.5,18.5,8.649999999999999,2010,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-15
71.0,42.0,57.0,2.0,39.0,48.0,8.0,0.0,0 days 06:05:00.000000000,0 days 17:09:00.000000000,0.0,29.345,30.04,7.2,22.5,8.1,2010,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-16
64.5,47.5,56.0,2.0,37.0,46.5,9.0,0.0,0 days 06:06:00.000000000,0 days 17:07:00.000000000,0.0,29.380000000000003,30.08,3.6500000000000004,2.0,5.35,2010,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-17
60.5,44.0,52.5,0.5,40.5,47.0,12.5,0.0,0 days 06:07:00.000000000,0 days 17:06:00.000000000,0.0,29.32,30.02,4.55,4.5,5.9,2010,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-18
60.5,39.5,50.5,-0.5,35.0,43.5,14.5,0.0,0 days 06:08:00.000000000,0 days 17:04:00.000000000,0.0,29.259999999999998,29.98,5.699999999999999,27.5,6.800000000000001,2010,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-19
70.0,45.0,57.5,3.5,35.0,46.0,7.5,0.0,0 days 06:10:00.000000000,0 days 17:03:00.000000000,0.005,29.060000000000002,29.765,10.05,26.0,12.149999999999999,2010,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-20
56.0,39.5,48.0,-1.5,29.5,40.0,17.0,0.0,0 days 06:11:00.000000000,0 days 17:01:00.000000000,0.0,29.28,29.96,8.95,30.0,9.4,2010,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-21
64.5,35.0,50.0,-0.5,30.0,42.0,15.0,0.0,0 days 06:12:00.000000000,0 days 17:00:00.000000000,0.015,29.375,30.075,5.35,21.0,5.8,2010,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-22
66.0,54.0,60.5,5.5,45.0,52.5,4.5,0.0,0 days 06:13:00.000000000,0 days 16:58:00.000000000,0.155,29.23,29.945,9.9,20.5,10.850000000000001,2010,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-23
72.5,55.5,64.0,7.0,52.0,57.0,1.0,0.0,0 days 06:14:00.000000000,0 days 16:57:00.000000000,0.53,29.015,29.74,8.05,20.5,9.05,2010,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-24
72.0,56.5,64.5,8.0,56.0,60.0,0.5,0.0,0 days 06:16:00.000000000,0 days 16:56:00.000000000,0.005,28.77,29.5,10.85,19.0,11.55,2010,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-25
70.5,54.0,62.5,7.0,47.0,53.5,2.5,0.0,0 days 06:17:00.000000000,0 days 16:54:00.000000000,0.32,28.59,29.240000000000002,21.65,21.0,23.85,2010,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-26
65.0,43.0,54.0,3.0,31.5,44.5,11.0,0.0,0 days 06:18:00.000000000,0 days 16:53:00.000000000,0.0,28.96,29.595,21.3,24.5,22.65,2010,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-27
46.0,39.0,43.0,-2.0,30.5,38.0,22.0,0.0,0 days 06:19:00.000000000,0 days 16:51:00.000000000,0.0025,29.46,30.11,14.3,28.0,14.649999999999999,2010,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-28
50.0,32.0,41.5,-3.0,26.5,36.0,23.5,0.0,0 days 06:20:00.000000000,0 days 16:50:00.000000000,0.0,29.515,30.244999999999997,5.75,24.0,7.95,2010,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-29
63.0,41.5,52.5,3.5,32.0,42.0,12.5,0.0,0 days 06:22:00.000000000,0 days 16:49:00.000000000,0.0,29.175,29.89,6.3,24.5,13.3,2010,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-30
52.0,37.5,45.0,-1.0,30.5,39.0,20.0,0.0,0 days 06:23:00.000000000,0 days 16:47:00.000000000,0.0,29.52,30.2,7.4,2.0,8.4,2010,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-31
63.5,49.5,56.5,1.0,37.0,47.5,8.5,0.0,0 days 04:48:00.000000000,0 days 18:49:00.000000000,0.0,29.29,29.945,11.3,26.0,11.75,2011,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-01
59.5,42.5,51.5,-1.5,31.0,42.0,13.5,0.0,0 days 04:47:00.000000000,0 days 18:50:00.000000000,0.0,29.490000000000002,30.165,4.949999999999999,36.0,9.9,2011,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-02
50.5,37.5,44.5,-5.0,30.5,38.0,20.5,0.0,0 days 04:46:00.000000000,0 days 18:51:00.000000000,0.005,29.53,30.23,7.449999999999999,2.5,8.149999999999999,2011,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-03
58.0,37.0,47.5,-3.0,29.0,40.0,17.5,0.0,0 days 04:44:00.000000000,0 days 18:52:00.000000000,0.0,29.665,30.37,4.75,3.0,7.449999999999999,2011,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-04
62.5,38.0,50.5,-3.0,39.5,46.0,14.5,0.0,0 days 04:43:00.000000000,0 days 18:53:00.000000000,0.08,29.365,30.125,10.65,19.5,11.2,2011,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-05
68.5,44.5,56.5,0.5,39.0,48.5,8.5,0.0,0 days 04:42:00.000000000,0 days 18:55:00.000000000,0.0025,29.145,29.87,7.35,27.5,8.55,2011,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-06
60.0,44.5,52.5,-1.5,45.0,49.0,12.5,0.0,0 days 04:41:00.000000000,0 days 18:56:00.000000000,0.005,29.155,29.845,5.199999999999999,5.0,7.4,2011,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-07
68.0,41.5,55.0,-1.0,43.5,49.5,10.0,0.0,0 days 04:39:00.000000000,0 days 18:57:00.000000000,0.0,29.299999999999997,29.975,6.75,6.0,7.5,2011,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-08
73.5,49.0,61.5,2.0,45.5,54.0,3.5,0.0,0 days 04:38:00.000000000,0 days 18:58:00.000000000,0.005,29.18,29.89,14.8,11.5,15.149999999999999,2011,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-09
90.5,63.0,77.0,10.0,60.5,66.0,0.0,12.0,0 days 04:37:00.000000000,0 days 18:59:00.000000000,0.0,29.03,29.715,6.75,15.5,8.6,2011,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-10
87.5,65.0,76.5,9.0,65.5,68.5,0.0,11.5,0 days 04:36:00.000000000,0 days 19:00:00.000000000,0.20500000000000002,29.130000000000003,29.79,3.95,14.0,6.5,2011,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-11
86.5,60.5,73.5,7.5,62.0,66.0,0.0,8.5,0 days 04:35:00.000000000,0 days 19:01:00.000000000,0.155,29.104999999999997,29.785,4.949999999999999,19.0,7.75,2011,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-12
77.0,47.0,62.0,2.0,54.0,56.5,3.0,0.0,0 days 04:34:00.000000000,0 days 19:02:00.000000000,0.015,29.035,29.72,10.3,2.0,11.25,2011,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-13
52.0,45.5,49.0,-4.5,46.5,47.5,16.0,0.0,0 days 04:33:00.000000000,0 days 19:03:00.000000000,0.37,29.03,29.725,16.85,1.5,17.049999999999997,2011,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-14
47.0,41.5,44.5,-7.0,37.0,41.5,20.5,0.0,0 days 04:32:00.000000000,0 days 19:04:00.000000000,0.33999999999999997,29.17,29.85,20.1,1.5,20.15,2011,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-15
52.5,38.5,46.0,-7.0,30.5,40.0,19.0,0.0,0 days 04:31:00.000000000,0 days 19:05:00.000000000,0.0,29.310000000000002,30.01,13.7,1.5,14.0,2011,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-16
60.0,40.0,50.0,-4.5,34.0,43.5,15.0,0.0,0 days 04:30:00.000000000,0 days 19:06:00.000000000,0.0,29.240000000000002,29.955,12.649999999999999,2.5,13.149999999999999,2011,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-17
59.0,49.5,54.5,-3.5,48.5,50.0,10.5,0.0,0 days 04:29:00.000000000,0 days 19:07:00.000000000,0.05,29.185000000000002,29.884999999999998,6.4,1.5,7.05,2011,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-18
72.5,49.5,61.5,0.5,53.0,55.5,3.5,0.0,0 days 04:28:00.000000000,0 days 19:08:00.000000000,0.0,29.325,30.0,3.3,2.0,5.4,2011,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011-05-19
72.5,50.0,61.5,0.5,53.5,56.5,3.5,0.0,0 days 04:27:00.000000000,0 days 19:09:00.000000000,0.0,29.33,30.03,5.45,6.5,6.1,2011,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-20
75.5,50.5,63.5,1.0,59.0,62.0,1.5,0.0,0 days 04:26:00.000000000,0 days 19:10:00.000000000,0.0075,29.165,29.87,7.55,15.0,8.55,2011,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-21
87.5,63.0,75.5,6.5,59.5,64.5,0.0,10.5,0 days 04:25:00.000000000,0 days 19:11:00.000000000,0.35,28.985,29.695,10.75,18.5,11.5,2011,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-22
79.5,62.5,71.5,4.5,59.0,64.0,0.0,6.5,0 days 04:25:00.000000000,0 days 19:12:00.000000000,0.005,28.950000000000003,29.615000000000002,10.65,24.5,11.9,2011,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-23
67.5,47.5,58.0,-2.5,47.0,52.0,7.0,0.0,0 days 04:24:00.000000000,0 days 19:13:00.000000000,0.06,29.18,29.85,11.55,3.5,11.95,2011,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-24
71.0,48.0,59.5,-2.5,52.5,54.0,5.5,0.0,0 days 04:23:00.000000000,0 days 19:14:00.000000000,2.0700000000000003,28.945,29.66,9.25,3.0,10.899999999999999,2011,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-25
49.5,43.0,46.5,-8.0,40.0,43.0,18.5,0.0,0 days 04:22:00.000000000,0 days 19:15:00.000000000,0.835,29.17,29.835,18.25,1.5,18.35,2011,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-26
58.0,41.0,49.5,-6.5,41.0,46.0,15.5,0.0,0 days 04:22:00.000000000,0 days 19:16:00.000000000,0.0075,29.240000000000002,29.935000000000002,6.949999999999999,4.5,8.35,2011,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-27
63.0,51.5,57.5,-3.0,55.0,56.0,7.5,0.0,0 days 04:21:00.000000000,0 days 19:16:00.000000000,0.175,29.130000000000003,29.83,5.2,18.0,6.25,2011,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-28
71.0,54.5,63.0,-1.5,59.5,60.5,2.0,0.0,0 days 04:21:00.000000000,0 days 19:17:00.000000000,1.4,29.195,29.86,3.6,11.0,6.15,2011,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-29
